id,name,generation,height,weight,hp,attack,defense,special-attack,special-defense,speed,total,url_sprite,url_shadow_sprite
544,Whirlipede,generation-v,12,585,40,55,99,40,79,47,360,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/544.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/544.png?raw=true
545,Scolipede,generation-v,25,2005,60,100,89,55,69,112,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/545.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/545.png?raw=true
546,Cottonee,generation-v,3,6,40,27,60,37,50,66,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/546.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/546.png?raw=true
547,Whimsicott,generation-v,7,66,60,67,85,77,75,116,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/547.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/547.png?raw=true
548,Petilil,generation-v,5,66,45,35,50,70,50,30,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/548.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/548.png?raw=true
549,Lilligant,generation-v,11,163,70,60,75,110,75,90,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/549.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/549.png?raw=true
550,Basculin-Red-Striped,generation-v,10,180,70,92,65,80,55,98,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/550.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/550.png?raw=true
551,Sandile,generation-v,7,152,50,72,35,35,35,65,292,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/551.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/551.png?raw=true
552,Krokorok,generation-v,10,334,60,82,45,45,45,74,351,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/552.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/552.png?raw=true
553,Krookodile,generation-v,15,963,95,117,80,65,70,92,519,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/553.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/553.png?raw=true
554,Darumaka,generation-v,6,375,70,90,45,15,45,50,315,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/554.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/554.png?raw=true
555,Darmanitan-Standard,generation-v,13,929,105,140,55,30,55,95,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/555.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/555.png?raw=true
556,Maractus,generation-v,10,280,75,86,67,106,67,60,461,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/556.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/556.png?raw=true
557,Dwebble,generation-v,3,145,50,65,85,35,35,55,325,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/557.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/557.png?raw=true
558,Crustle,generation-v,14,2000,70,105,125,65,75,45,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/558.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/558.png?raw=true
559,Scraggy,generation-v,6,118,50,75,70,35,70,48,348,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/559.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/559.png?raw=true
560,Scrafty,generation-v,11,300,65,90,115,45,115,58,488,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/560.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/560.png?raw=true
561,Sigilyph,generation-v,14,140,72,58,80,103,80,97,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/561.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/561.png?raw=true
562,Yamask,generation-v,5,15,38,30,85,55,65,30,303,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/562.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/562.png?raw=true
563,Cofagrigus,generation-v,17,765,58,50,145,95,105,30,483,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/563.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/563.png?raw=true
564,Tirtouga,generation-v,7,165,54,78,103,53,45,22,355,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/564.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/564.png?raw=true
565,Carracosta,generation-v,12,810,74,108,133,83,65,32,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/565.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/565.png?raw=true
566,Archen,generation-v,5,95,55,112,45,74,45,70,401,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/566.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/566.png?raw=true
567,Archeops,generation-v,14,320,75,140,65,112,65,110,567,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/567.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/567.png?raw=true
568,Trubbish,generation-v,6,310,50,50,62,40,62,65,329,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/568.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/568.png?raw=true
569,Garbodor,generation-v,19,1073,80,95,82,60,82,75,474,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/569.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/569.png?raw=true
570,Zorua,generation-v,7,125,40,65,40,80,40,65,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/570.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/570.png?raw=true
571,Zoroark,generation-v,16,811,60,105,60,120,60,105,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/571.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/571.png?raw=true
572,Minccino,generation-v,4,58,55,50,40,40,40,75,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/572.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/572.png?raw=true
573,Cinccino,generation-v,5,75,75,95,60,65,60,115,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/573.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/573.png?raw=true
574,Gothita,generation-v,4,58,45,30,50,55,65,45,290,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/574.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/574.png?raw=true
575,Gothorita,generation-v,7,180,60,45,70,75,85,55,390,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/575.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/575.png?raw=true
576,Gothitelle,generation-v,15,440,70,55,95,95,110,65,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/576.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/576.png?raw=true
577,Solosis,generation-v,3,10,45,30,40,105,50,20,290,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/577.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/577.png?raw=true
578,Duosion,generation-v,6,80,65,40,50,125,60,30,370,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/578.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/578.png?raw=true
579,Reuniclus,generation-v,10,201,110,65,75,125,85,30,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/579.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/579.png?raw=true
580,Ducklett,generation-v,5,55,62,44,50,44,50,55,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/580.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/580.png?raw=true
581,Swanna,generation-v,13,242,75,87,63,87,63,98,473,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/581.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/581.png?raw=true
582,Vanillite,generation-v,4,57,36,50,50,65,60,44,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/582.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/582.png?raw=true
583,Vanillish,generation-v,11,410,51,65,65,80,75,59,395,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/583.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/583.png?raw=true
584,Vanilluxe,generation-v,13,575,71,95,85,110,95,79,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/584.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/584.png?raw=true
585,Deerling,generation-v,6,195,60,60,50,40,50,75,335,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/585.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/585.png?raw=true
586,Sawsbuck,generation-v,19,925,80,100,70,60,70,95,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/586.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/586.png?raw=true
587,Emolga,generation-v,4,50,55,75,60,75,60,103,428,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/587.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/587.png?raw=true
588,Karrablast,generation-v,5,59,50,75,45,40,45,60,315,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/588.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/588.png?raw=true
589,Escavalier,generation-v,10,330,70,135,105,60,105,20,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/589.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/589.png?raw=true
590,Foongus,generation-v,2,10,69,55,45,55,55,15,294,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/590.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/590.png?raw=true
591,Amoonguss,generation-v,6,105,114,85,70,85,80,30,464,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/591.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/591.png?raw=true
592,Frillish,generation-v,12,330,55,40,50,65,85,40,335,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/592.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/592.png?raw=true
593,Jellicent,generation-v,22,1350,100,60,70,85,105,60,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/593.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/593.png?raw=true
594,Alomomola,generation-v,12,316,165,75,80,40,45,65,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/594.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/594.png?raw=true
595,Joltik,generation-v,1,6,50,47,50,57,50,65,319,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/595.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/595.png?raw=true
596,Galvantula,generation-v,8,143,70,77,60,97,60,108,472,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/596.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/596.png?raw=true
597,Ferroseed,generation-v,6,188,44,50,91,24,86,10,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/597.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/597.png?raw=true
598,Ferrothorn,generation-v,10,1100,74,94,131,54,116,20,489,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/598.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/598.png?raw=true
599,Klink,generation-v,3,210,40,55,70,45,60,30,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/599.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/599.png?raw=true
600,Klang,generation-v,6,510,60,80,95,70,85,50,440,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/600.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/600.png?raw=true
601,Klinklang,generation-v,6,810,60,100,115,70,85,90,520,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/601.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/601.png?raw=true
602,Tynamo,generation-v,2,3,35,55,40,45,40,60,275,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/602.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/602.png?raw=true
603,Eelektrik,generation-v,12,220,65,85,70,75,70,40,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/603.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/603.png?raw=true
604,Eelektross,generation-v,21,805,85,115,80,105,80,50,515,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/604.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/604.png?raw=true
605,Elgyem,generation-v,5,90,55,55,55,85,55,30,335,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/605.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/605.png?raw=true
606,Beheeyem,generation-v,10,345,75,75,75,125,95,40,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/606.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/606.png?raw=true
607,Litwick,generation-v,3,31,50,30,55,65,55,20,275,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/607.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/607.png?raw=true
608,Lampent,generation-v,6,130,60,40,60,95,60,55,370,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/608.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/608.png?raw=true
609,Chandelure,generation-v,10,343,60,55,90,145,90,80,520,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/609.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/609.png?raw=true
610,Axew,generation-v,6,180,46,87,60,30,40,57,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/610.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/610.png?raw=true
611,Fraxure,generation-v,10,360,66,117,70,40,50,67,410,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/611.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/611.png?raw=true
612,Haxorus,generation-v,18,1055,76,147,90,60,70,97,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/612.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/612.png?raw=true
